timestamp,Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Date
2020-06-27 01:59:00,1:59 AM,67.3 F,67.0 F,99 %,NW,2.1 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:04:00,2:04 AM,67.3 F,67.0 F,99 %,NNW,2.4 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:09:00,2:09 AM,67.3 F,67.0 F,99 %,ESE,1.6 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:14:00,2:14 AM,67.3 F,67.0 F,99 %,NE,1.0 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:19:00,2:19 AM,67.3 F,67.0 F,99 %,WSW,2.2 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:24:00,2:24 AM,67.3 F,67.0 F,99 %,NNE,1.7 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:29:00,2:29 AM,67.3 F,67.0 F,99 %,North,0.0 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:34:00,2:34 AM,67.3 F,67.0 F,99 %,West,0.9 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:39:00,2:39 AM,67.3 F,67.0 F,99 %,East,1.5 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:44:00,2:44 AM,67.3 F,67.0 F,99 %,West,1.6 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:49:00,2:49 AM,67.3 F,67.0 F,99 %,WNW,1.8 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:54:00,2:54 AM,67.3 F,67.0 F,99 %,West,1.2 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 02:59:00,2:59 AM,67.3 F,67.0 F,99 %,NNE,1.2 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:04:00,3:04 AM,67.3 F,67.0 F,99 %,WNW,0.6 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:09:00,3:09 AM,67.3 F,67.0 F,99 %,SSW,0.7 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:19:00,3:19 AM,67.4 F,67.1 F,99 %,WNW,2.8 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:24:00,3:24 AM,67.5 F,67.2 F,99 %,West,2.4 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:29:00,3:29 AM,67.5 F,67.2 F,99 %,West,3.1 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:34:00,3:34 AM,67.5 F,67.2 F,99 %,West,0.2 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:39:00,3:39 AM,67.5 F,67.2 F,99 %,East,0.4 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:44:00,3:44 AM,67.5 F,67.2 F,99 %,West,1.8 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:49:00,3:49 AM,67.5 F,67.2 F,99 %,West,1.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:54:00,3:54 AM,67.5 F,67.2 F,99 %,NW,0.7 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 03:59:00,3:59 AM,67.5 F,67.2 F,99 %,NE,1.2 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:04:00,4:04 AM,67.5 F,67.2 F,99 %,West,1.4 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:09:00,4:09 AM,67.5 F,67.2 F,99 %,WSW,2.4 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:14:00,4:14 AM,67.5 F,67.2 F,99 %,NW,2.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:19:00,4:19 AM,67.5 F,67.2 F,99 %,WNW,2.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:24:00,4:24 AM,67.5 F,67.2 F,99 %,West,1.9 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:29:00,4:29 AM,67.5 F,67.2 F,99 %,WNW,0.6 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:34:00,4:34 AM,67.5 F,67.2 F,99 %,West,1.7 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:39:00,4:39 AM,67.5 F,67.2 F,99 %,WNW,1.8 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:44:00,4:44 AM,67.4 F,67.1 F,99 %,WSW,2.1 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:49:00,4:49 AM,67.3 F,67.0 F,99 %,WNW,1.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:54:00,4:54 AM,67.3 F,67.0 F,99 %,WSW,2.5 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 04:59:00,4:59 AM,67.2 F,66.9 F,99 %,WNW,2.1 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:04:00,5:04 AM,67.0 F,66.7 F,99 %,West,2.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:09:00,5:09 AM,66.8 F,66.5 F,99 %,NW,2.2 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:14:00,5:14 AM,66.7 F,66.4 F,99 %,WSW,0.6 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:19:00,5:19 AM,66.7 F,66.4 F,99 %,NNW,2.1 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:24:00,5:24 AM,66.7 F,66.4 F,99 %,West,1.4 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:29:00,5:29 AM,66.6 F,66.3 F,99 %,NW,1.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:34:00,5:34 AM,66.5 F,66.2 F,99 %,West,1.6 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:39:00,5:39 AM,66.4 F,66.1 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:44:00,5:44 AM,66.3 F,66.0 F,99 %,North,0.1 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:49:00,5:49 AM,66.2 F,65.9 F,99 %,WSW,0.7 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:54:00,5:54 AM,66.1 F,65.8 F,99 %,West,0.2 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 05:59:00,5:59 AM,66.0 F,65.7 F,99 %,WNW,0.9 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:04:00,6:04 AM,66.0 F,65.7 F,99 %,SSW,0.6 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:09:00,6:09 AM,66.0 F,65.7 F,99 %,NNW,0.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:14:00,6:14 AM,66.0 F,65.7 F,99 %,West,0.5 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:19:00,6:19 AM,65.9 F,65.6 F,99 %,West,1.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:24:00,6:24 AM,65.7 F,65.4 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:29:00,6:29 AM,65.7 F,65.4 F,99 %,North,0.2 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:34:00,6:34 AM,65.7 F,65.4 F,99 %,WNW,0.6 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:39:00,6:39 AM,65.6 F,65.3 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:44:00,6:44 AM,65.5 F,65.2 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:49:00,6:49 AM,65.4 F,65.1 F,99 %,SW,0.5 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:54:00,6:54 AM,65.3 F,65.0 F,99 %,ESE,0.2 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 06:59:00,6:59 AM,65.3 F,65.0 F,99 %,NW,0.7 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:04:00,7:04 AM,65.3 F,65.0 F,99 %,WNW,1.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:09:00,7:09 AM,65.3 F,65.0 F,99 %,NW,0.1 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:14:00,7:14 AM,65.3 F,65.0 F,99 %,WNW,0.7 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:19:00,7:19 AM,65.3 F,65.0 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:24:00,7:24 AM,65.3 F,65.0 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:29:00,7:29 AM,65.3 F,65.0 F,99 %,ENE,0.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:34:00,7:34 AM,65.3 F,65.0 F,99 %,WSW,0.7 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:39:00,7:39 AM,65.3 F,65.0 F,99 %,North,0.0 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:44:00,7:44 AM,65.3 F,65.0 F,99 %,West,0.3 mph,--,29.56 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:49:00,7:49 AM,65.3 F,65.0 F,99 %,WNW,1.3 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:54:00,7:54 AM,65.3 F,65.0 F,99 %,West,1.0 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 07:59:00,7:59 AM,65.3 F,65.0 F,99 %,SSE,0.8 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:04:00,8:04 AM,65.3 F,65.0 F,99 %,SSE,1.2 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:14:00,8:14 AM,65.3 F,65.0 F,99 %,NE,0.3 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:19:00,8:19 AM,65.3 F,65.0 F,99 %,WSW,2.0 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:24:00,8:24 AM,65.3 F,65.0 F,99 %,WSW,2.1 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:29:00,8:29 AM,65.3 F,65.0 F,99 %,SSW,1.6 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:34:00,8:34 AM,65.4 F,65.1 F,99 %,West,1.3 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:39:00,8:39 AM,65.5 F,65.2 F,99 %,WNW,1.6 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:44:00,8:44 AM,65.7 F,65.3 F,99 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:49:00,8:49 AM,65.7 F,65.4 F,99 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:54:00,8:54 AM,65.8 F,65.5 F,99 %,North,0.0 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 08:59:00,8:59 AM,66.0 F,65.7 F,99 %,North,2.2 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:04:00,9:04 AM,--,--,--,North,--,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:09:00,9:09 AM,--,--,--,North,0.0 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:14:00,9:14 AM,--,--,--,North,--,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:19:00,9:19 AM,66.6 F,66.3 F,99 %,North,0.0 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:24:00,9:24 AM,--,--,--,ENE,1.1 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:29:00,9:29 AM,67.1 F,66.8 F,99 %,West,0.4 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:34:00,9:34 AM,67.2 F,66.9 F,99 %,North,0.6 mph,--,29.57 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:39:00,9:39 AM,67.5 F,67.1 F,99 %,NNW,1.2 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:44:00,9:44 AM,67.8 F,67.2 F,98 %,WSW,0.3 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:49:00,9:49 AM,68.0 F,67.1 F,97 %,WNW,1.1 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:54:00,9:54 AM,68.2 F,67.3 F,97 %,NE,1.4 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 09:59:00,9:59 AM,--,--,--,North,--,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:04:00,10:04 AM,68.7 F,67.2 F,95 %,WSW,0.1 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:09:00,10:09 AM,68.9 F,67.4 F,95 %,North,0.0 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:14:00,10:14 AM,69.1 F,67.3 F,94 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:19:00,10:19 AM,69.4 F,67.4 F,94 %,North,0.6 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:24:00,10:24 AM,--,--,--,North,0.0 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:29:00,10:29 AM,69.7 F,67.2 F,92 %,WSW,1.1 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:34:00,10:34 AM,70.6 F,67.6 F,90 %,WNW,2.3 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:39:00,10:39 AM,71.8 F,67.9 F,88 %,SW,1.3 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:44:00,10:44 AM,72.0 F,67.9 F,87 %,WSW,1.1 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:49:00,10:49 AM,72.3 F,68.0 F,86 %,West,1.3 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:54:00,10:54 AM,72.5 F,67.9 F,86 %,West,1.4 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 10:59:00,10:59 AM,73.1 F,68.5 F,86 %,WNW,1.2 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:04:00,11:04 AM,73.6 F,68.8 F,85 %,West,1.2 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:09:00,11:09 AM,73.8 F,68.9 F,85 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:14:00,11:14 AM,74.8 F,69.3 F,83 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:19:00,11:19 AM,74.2 F,68.8 F,83 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:24:00,11:24 AM,74.7 F,69.0 F,83 %,WSW,0.6 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:29:00,11:29 AM,74.9 F,68.5 F,81 %,SSE,1.7 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:34:00,11:34 AM,75.3 F,68.6 F,80 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:39:00,11:39 AM,74.1 F,67.9 F,81 %,SE,0.7 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:44:00,11:44 AM,75.2 F,68.3 F,79 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:49:00,11:49 AM,74.8 F,67.9 F,79 %,North,0.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:54:00,11:54 AM,76.0 F,68.2 F,77 %,WSW,1.7 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 11:59:00,11:59 AM,78.1 F,68.7 F,73 %,WNW,2.4 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:04:00,12:04 PM,77.8 F,68.9 F,74 %,West,1.1 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:09:00,12:09 PM,77.4 F,68.4 F,74 %,West,3.7 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:14:00,12:14 PM,76.7 F,67.8 F,74 %,WSW,3.1 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:19:00,12:19 PM,76.3 F,67.5 F,74 %,West,3.9 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:24:00,12:24 PM,75.7 F,67.2 F,75 %,West,4.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:29:00,12:29 PM,75.6 F,67.7 F,76 %,West,1.9 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:39:00,12:39 PM,75.2 F,66.6 F,75 %,West,4.0 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:44:00,12:44 PM,75.5 F,66.9 F,75 %,WNW,4.1 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:49:00,12:49 PM,75.7 F,66.7 F,74 %,WSW,4.4 mph,--,29.58 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:54:00,12:54 PM,75.3 F,66.1 F,73 %,West,5.2 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 12:59:00,12:59 PM,75.2 F,66.5 F,75 %,WSW,4.3 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:04:00,1:04 PM,75.4 F,66.9 F,75 %,WNW,4.2 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:09:00,1:09 PM,75.7 F,66.6 F,73 %,NW,3.5 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:14:00,1:14 PM,76.1 F,66.8 F,73 %,NW,2.7 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:19:00,1:19 PM,76.4 F,67.0 F,73 %,WNW,4.1 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:24:00,1:24 PM,76.3 F,66.1 F,71 %,WSW,2.8 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:29:00,1:29 PM,76.6 F,66.1 F,70 %,West,4.1 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:34:00,1:34 PM,77.0 F,65.7 F,68 %,SSE,3.6 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:39:00,1:39 PM,77.4 F,66.0 F,68 %,ENE,1.8 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:44:00,1:44 PM,77.4 F,65.4 F,67 %,West,4.3 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:54:00,1:54 PM,77.1 F,65.9 F,69 %,WNW,3.3 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 13:59:00,1:59 PM,76.8 F,65.5 F,68 %,NE,4.7 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:04:00,2:04 PM,76.5 F,65.7 F,69 %,WSW,2.7 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:09:00,2:09 PM,76.9 F,66.4 F,70 %,NNW,3.4 mph,--,29.60 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:14:00,2:14 PM,77.0 F,66.3 F,70 %,West,4.6 mph,--,29.60 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:19:00,2:19 PM,76.8 F,65.9 F,69 %,West,6.0 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:24:00,2:24 PM,77.1 F,66.8 F,71 %,WSW,2.8 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:29:00,2:29 PM,77.5 F,67.3 F,71 %,WSW,2.7 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:34:00,2:34 PM,77.6 F,67.1 F,70 %,WSW,2.5 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:39:00,2:39 PM,78.2 F,67.6 F,70 %,WSW,4.2 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:44:00,2:44 PM,77.5 F,66.9 F,70 %,West,3.7 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:49:00,2:49 PM,77.8 F,67.9 F,72 %,WSW,3.7 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:54:00,2:54 PM,78.2 F,68.2 F,72 %,WNW,2.3 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 14:59:00,2:59 PM,77.8 F,67.2 F,70 %,West,4.0 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 15:04:00,3:04 PM,77.5 F,67.2 F,71 %,NNE,2.5 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 15:09:00,3:09 PM,78.5 F,68.4 F,71 %,WNW,2.8 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 15:14:00,3:14 PM,78.6 F,68.4 F,71 %,,3.1 mph,--,--,0.00 in,0.48 in,,w/m²,2020-06-27
2020-06-27 15:19:00,3:19 PM,78.9 F,67.8 F,69 %,NW,1.9 mph,--,29.59 in,0.00 in,0.48 in,,w/m²,2020-06-27
